"","id","income","education","gender","age","union","height","weight","surveydate","female"
"5057",5057,20000,3,"female",60,"no",156,140,2015-07-24,TRUE
"5058",5058,40000,3,"male",55,"no",178,130,2015-07-28,FALSE
"5059",5059,12000,4,"male",52,"no",173,130,2015-07-31,FALSE
"5060",5060,60000,3,"male",30,"no",175,120,2015-07-27,FALSE
"5061",5061,0,4,"male",47,"no",166,110,2015-07-26,FALSE
"5062",5062,25000,4,"female",28,"no",158,128,2015-07-25,TRUE
"5063",5063,14400,6,"female",40,"no",158,90,2015-07-31,TRUE
"5064",5064,10000,1,"female",76,"no",155,120,2015-07-24,TRUE
"5065",5065,24000,3,"female",67,"used to be",150,100,2015-07-24,TRUE
"5066",5066,15000,4,"female",53,"no",163,113,2015-07-24,TRUE
"5067",5067,30000,6,"male",58,"no",168,100,2015-07-23,FALSE
"5068",5068,28800,10,"female",24,"no",162,92,2015-08-01,TRUE
"5069",5069,15000,1,"male",75,"no",155,130,2015-07-28,FALSE
"5070",5070,0,4,"female",49,"no",165,120,2015-07-25,TRUE
"5071",5071,9000,1,"female",59,"no",150,115,2015-07-28,TRUE
"5072",5072,0,3,"female",39,"no",140,70,2015-07-26,TRUE
"5073",5073,0,7,"male",58,"yes",175,150,2015-07-28,FALSE
"5074",5074,12000,6,"female",47,"no",160,120,2015-07-25,TRUE
"5075",5075,4000,11,"female",21,"no",163,85,2015-08-01,TRUE
"5076",5076,72000,2,"male",87,"no",176,80,2015-07-24,FALSE
"5077",5077,18000,4,"female",37,"no",150,101,2015-07-26,TRUE
"5078",5078,0,4,"female",18,"no",155,98,2015-07-27,TRUE
"5079",5079,2500,3,"female",70,"no",155,120,2015-07-25,TRUE
"5080",5080,2000,1,"female",79,"no",155,88,2015-07-28,TRUE
"5081",5081,10000,4,"male",58,"no",165,130,2015-07-26,FALSE
"5082",5082,37200,3,"female",39,"no",165,136,2015-07-29,TRUE
"5083",5083,0,1,"female",69,"no",162,110,2015-07-28,TRUE
"5084",5084,2500,1,"female",69,"no",158,110,2015-07-26,TRUE
"5085",5085,1e+05,4,"male",42,"no",170,140,2015-07-23,FALSE
"5086",5086,24000,10,"female",65,"used to be",166,150,2015-07-26,TRUE
"5087",5087,8000,3,"male",67,"no",165,98,2015-08-01,FALSE
"5088",5088,0,7,"female",22,"no",160,95,2015-07-29,TRUE
"5089",5089,20000,3,"female",67,"no",160,120,2015-07-24,TRUE
"5090",5090,10000,4,"male",34,"no",165,142,2015-07-25,FALSE
"5091",5091,2400,6,"male",82,"no",165,110,2015-07-31,FALSE
"5092",5092,20000,4,"female",52,"no",156,104,2015-07-26,TRUE
"5093",5093,1200,1,"female",90,"no",150,82,2015-07-31,TRUE
"5094",5094,20000,3,"male",55,"no",168,130,2015-07-24,FALSE
"5095",5095,13000,6,"female",55,"no",150,80,2015-07-25,TRUE
"5096",5096,0,3,"female",53,"no",145,72,2015-07-26,TRUE
"5097",5097,0,1,"female",50,"no",158,110,2015-07-25,TRUE
"5098",5098,30000,4,"female",31,"no",158,100,2015-07-23,TRUE
"5099",5099,0,3,"female",59,"no",156,120,2015-07-25,TRUE
"5100",5100,30000,9,"female",40,"yes",160,112,2015-07-26,TRUE
"5101",5101,25000,6,"female",58,"no",160,135,2015-07-24,TRUE
"5102",5102,20000,3,"female",39,"no",160,102,2015-07-29,TRUE
"5103",5103,12000,4,"male",26,"no",170,115,2015-07-24,FALSE
"5104",5104,1500,1,"female",84,"no",150,90,2015-07-26,TRUE
"5105",5105,9000,3,"female",49,"no",159,120,2015-08-01,TRUE
"5106",5106,20000,3,"male",69,"no",168,110,2015-07-26,FALSE
"5107",5107,15000,6,"female",54,"no",163,130,2015-07-23,TRUE
"5108",5108,50000,3,"male",34,"no",175,140,2015-07-24,FALSE
"5109",5109,24000,7,"female",34,"no",160,90,2015-07-28,TRUE
"5110",5110,50000,6,"male",33,"no",168,140,2015-07-25,FALSE
"5111",5111,15000,4,"male",21,"no",172,100,2015-07-28,FALSE
"5112",5112,10000,4,"female",40,"no",160,120,2015-07-26,TRUE
"5113",5113,20000,4,"male",44,"no",160,100,2015-07-25,FALSE
"5114",5114,30000,4,"male",48,"used to be",170,110,2015-07-23,FALSE
"5115",5115,36000,12,"male",65,"used to be",170,120,2015-07-27,FALSE
"5116",5116,30000,1,"female",44,"no",155,107,2015-07-27,TRUE
"5117",5117,24000,4,"male",70,"used to be",169,134,2015-07-26,FALSE
"5118",5118,10000,3,"female",41,"no",160,120,2015-07-26,TRUE
"5119",5119,30000,6,"male",59,"no",165,120,2015-07-23,FALSE
"5120",5120,0,3,"female",72,"no",165,84,2015-08-01,TRUE
"5121",5121,0,3,"female",47,"no",156,120,2015-07-27,TRUE
"5122",5122,4000,3,"female",40,"no",156,110,2015-07-25,TRUE
"5123",5123,2400,3,"male",64,"no",168,110,2015-07-25,FALSE
"5124",5124,10000,2,"female",76,"no",158,102,2015-07-23,TRUE
"5125",5125,40000,4,"male",36,"yes",165,115,2015-07-26,FALSE
"5126",5126,3000,1,"female",55,"no",155,90,2015-07-27,TRUE
"5127",5127,10000,4,"female",25,"no",160,98,2015-07-27,TRUE
"5128",5128,0,4,"female",22,"no",163,90,2015-07-31,TRUE
"5129",5129,14000,4,"female",32,"no",160,120,2015-07-25,TRUE
"5130",5130,2000,3,"male",90,"no",160,85,2015-07-25,FALSE
"5131",5131,720,3,"male",70,"no",160,100,2015-07-24,FALSE
"5132",5132,30000,3,"male",52,"no",160,110,2015-07-26,FALSE
"5133",5133,13000,6,"male",66,"no",163,105,2015-07-27,FALSE
"5134",5134,0,12,"male",21,"no",168,97,2015-07-24,FALSE
"5135",5135,4000,3,"male",67,"no",168,135,2015-07-25,FALSE
"5136",5136,20000,3,"female",55,"no",146,113,2015-07-24,TRUE
"5137",5137,10000,4,"female",47,"no",150,80,2015-07-24,TRUE
"5138",5138,0,6,"male",36,"no",165,105,2015-08-01,FALSE
"5139",5139,30000,7,"female",71,"no",160,120,2015-07-27,TRUE
"5140",5140,10000,3,"male",66,"no",164,100,2015-07-29,FALSE
"5141",5141,25000,1,"male",69,"no",165,120,2015-07-26,FALSE
"5142",5142,6000,3,"female",52,"no",155,110,2015-07-26,TRUE
"5143",5143,8000,3,"male",66,"used to be",162,160,2015-07-31,FALSE
"5144",5144,60000,4,"male",26,"no",180,190,2015-07-24,FALSE
"5145",5145,3000,1,"female",47,"no",153,110,2015-07-27,TRUE
"5146",5146,0,1,"female",45,"no",160,110,2015-07-27,TRUE
"5147",5147,10000,4,"male",52,"no",160,103,2015-07-24,FALSE
"5148",5148,80000,4,"male",52,"no",175,65,2015-07-24,FALSE
"5149",5149,1e+05,10,"male",51,"yes",177,146,2015-07-26,FALSE
"5150",5150,30000,4,"male",36,"no",167,110,2015-07-25,FALSE
"5151",5151,0,3,"female",49,"no",158,120,2015-07-31,TRUE
"5152",5152,5600,4,"female",30,"no",160,120,2015-07-31,TRUE
"5153",5153,20000,1,"female",40,"no",156,120,2015-07-25,TRUE
"5154",5154,60000,12,"male",38,"used to be",170,135,2015-07-26,FALSE
"5155",5155,50000,4,"male",44,"no",165,140,2015-07-23,FALSE
"5156",5156,5000,3,"female",49,"no",160,130,2015-07-25,TRUE
"5157",5157,30000,3,"male",43,"no",170,120,2015-07-25,FALSE
"5158",5158,50000,12,"female",26,"yes",163,102,2015-07-26,TRUE
"5159",5159,20000,1,"female",74,"no",160,90,2015-07-29,TRUE
"5160",5160,30000,6,"female",20,"no",165,90,2015-07-26,TRUE
"5161",5161,24000,7,"female",31,"no",165,130,2015-07-26,TRUE
"5162",5162,12000,3,"male",79,"no",165,112,2015-07-27,FALSE
"5163",5163,50000,6,"male",42,"yes",175,160,2015-07-24,FALSE
"5164",5164,1e+06,10,"male",26,"no",174,130,2015-07-24,FALSE
"5165",5165,8600,4,"male",52,"no",165,112,2015-07-31,FALSE
"5166",5166,0,10,"male",22,"no",171,121,2015-07-30,FALSE
"5167",5167,2500,4,"female",34,"no",155,100,2015-07-27,TRUE
"5168",5168,20000,4,"female",47,"no",158,92,2015-07-25,TRUE
"5169",5169,30000,3,"female",38,"no",150,120,2015-07-25,TRUE
"5170",5170,12000,1,"female",62,"no",148,93,2015-07-24,TRUE
"5171",5171,20000,6,"male",51,"no",170,113,2015-07-29,FALSE
"5172",5172,40000,4,"male",46,"no",165,115,2015-07-25,FALSE
"5173",5173,40000,4,"male",35,"no",169,130,2015-07-26,FALSE
"5174",5174,1500,4,"female",54,"no",155,110,2015-07-28,TRUE
"5175",5175,30000,3,"male",44,"no",180,190,2015-07-28,FALSE
"5176",5176,10000,4,"male",61,"no",170,120,2015-07-24,FALSE
"5177",5177,0,3,"male",71,"no",165,100,2015-07-31,FALSE
"5178",5178,12660,3,"male",71,"no",163,105,2015-07-25,FALSE
"5179",5179,0,1,"female",74,"no",157,70,2015-07-31,TRUE
"5180",5180,30000,4,"male",20,"no",173,120,2015-07-26,FALSE
"5181",5181,0,3,"female",65,"no",158,120,2015-07-24,TRUE
"5182",5182,30000,3,"female",28,"no",165,110,2015-07-28,TRUE
"5183",5183,30000,3,"female",51,"no",156,110,2015-07-29,TRUE
"5184",5184,20000,3,"male",56,"no",168,120,2015-07-25,FALSE
"5185",5185,0,3,"male",75,"no",170,140,2015-07-26,FALSE
"5186",5186,3800,3,"male",85,"no",150,86,2015-07-27,FALSE
"5187",5187,20000,4,"male",48,"no",165,130,2015-07-26,FALSE
"5188",5188,120000,3,"male",44,"no",175,65,2015-07-24,FALSE
"5189",5189,25000,4,"male",37,"no",168,110,2015-07-30,FALSE
"5190",5190,20000,3,"male",45,"no",165,130,2015-07-27,FALSE
"5191",5191,0,1,"female",70,"no",160,125,2015-07-27,TRUE
"5192",5192,0,1,"female",50,"no",145,90,2015-07-29,TRUE
"5193",5193,1e+05,4,"female",43,"no",155,110,2015-07-25,TRUE
"5194",5194,0,4,"female",47,"no",168,135,2015-07-25,TRUE
"5195",5195,40000,7,"female",21,"no",162,105,2015-07-25,TRUE
"5196",5196,24000,6,"female",50,"no",158,100,2015-07-27,TRUE
"5197",5197,60000,4,"female",53,"used to be",158,125,2015-07-27,TRUE
"5198",5198,14000,3,"male",56,"no",160,120,2015-07-25,FALSE
"5199",5199,30000,12,"female",22,"no",160,120,2015-07-29,TRUE
"5200",5200,50000,6,"male",50,"no",170,140,2015-07-25,FALSE
"5201",5201,0,3,"male",65,"no",164,89,2015-07-31,FALSE
"5202",5202,0,10,"female",19,"no",165,110,2015-07-31,TRUE
"5203",5203,60000,12,"male",48,"no",172,67,2015-07-29,FALSE
"5204",5204,20000,3,"female",35,"no",165,110,2015-07-27,TRUE
"5205",5205,10000,1,"male",60,"no",160,100,2015-07-27,FALSE
"5206",5206,15000,1,"female",47,"no",150,100,2015-07-26,TRUE
"5207",5207,0,1,"female",78,"no",158,100,2015-07-31,TRUE
"5208",5208,13000,4,"female",34,"no",163,105,2015-07-25,TRUE
"5209",5209,10000,4,"male",58,"no",168,130,2015-07-24,FALSE
"5210",5210,0,1,"female",53,"no",158,120,2015-07-27,TRUE
"5211",5211,30000,3,"female",37,"no",150,92,2015-07-27,TRUE
"5212",5212,20000,3,"male",48,"no",172,165,2015-07-27,FALSE
"5213",5213,0,1,"female",75,"no",150,90,2015-07-26,TRUE
"5214",5214,40000,3,"male",47,"no",163,145,2015-07-29,FALSE
"5215",5215,6500,4,"male",57,"no",161,135,2015-07-27,FALSE
"5216",5216,2000,1,"female",58,"no",150,130,2015-07-24,TRUE
"5217",5217,10000,4,"female",42,"no",155,100,2015-07-26,TRUE
"5218",5218,20000,4,"male",52,"no",172,126,2015-07-24,FALSE
"5219",5219,40000,4,"female",48,"no",170,125,2015-07-29,TRUE
"5220",5220,10000,3,"female",42,"no",155,105,2015-07-26,TRUE
"5221",5221,2400,3,"female",63,"no",156,104,2015-07-29,TRUE
"5222",5222,2000,1,"female",74,"no",155,80,2015-07-29,TRUE
"5223",5223,24000,11,"female",27,"no",167,120,2015-07-27,TRUE
"5224",5224,0,3,"female",57,"no",160,86,2015-07-24,TRUE
"5225",5225,50000,1,"male",55,"no",178,150,2015-07-26,FALSE
"5226",5226,10000,6,"male",52,"no",168,120,2015-07-24,FALSE
"5227",5227,10000,5,"male",38,"no",172,120,2015-07-26,FALSE
"5228",5228,20000,3,"female",64,"no",160,100,2015-07-26,TRUE
"5229",5229,0,1,"male",30,"no",167,95,2015-07-29,FALSE
"5230",5230,20000,3,"male",47,"no",164,100,2015-07-27,FALSE
"5231",5231,0,4,"female",32,"no",157,106,2015-07-27,TRUE
"5232",5232,500,1,"female",88,"no",145,75,2015-07-26,TRUE
"5233",5233,40000,4,"male",43,"no",170,130,2015-07-29,FALSE
"5234",5234,0,3,"female",62,"no",155,115,2015-07-27,TRUE
"5235",5235,10000,3,"female",40,"no",152,105,2015-07-29,TRUE
"5236",5236,30000,3,"female",39,"no",161,100,2015-07-28,TRUE
"5237",5237,1400,3,"female",72,"no",155,115,2015-07-29,TRUE
"5238",5238,0,1,"female",79,"no",150,100,2015-07-29,TRUE
"5239",5239,0,1,"female",54,"no",160,124,2015-07-29,TRUE
"5240",5240,3000,3,"female",56,"no",167,125,2015-07-29,TRUE
"5241",5241,10000,3,"female",43,"no",160,115,2015-07-29,TRUE
"5242",5242,30000,10,"male",38,"no",173,130,2015-07-29,FALSE
"5243",5243,8000,3,"male",52,"no",166,106,2015-07-29,FALSE
"5244",5244,36000,4,"male",65,"used to be",183,160,2015-07-29,FALSE
"5245",5245,3000,1,"male",60,"no",160,120,2015-07-27,FALSE
"5246",5246,50000,6,"male",43,"no",165,100,2015-07-29,FALSE
"5247",5247,80000,4,"male",48,"no",165,126,2015-07-25,FALSE
"5248",5248,0,3,"female",67,"no",159,125,2015-07-27,TRUE
"5249",5249,0,7,"female",40,"no",163,102,2015-07-27,TRUE
"5250",5250,10000,8,"female",32,"no",162,110,2015-07-26,TRUE
"5251",5251,60000,4,"female",38,"no",162,65,2015-07-26,TRUE
"5252",5252,0,11,"female",20,"no",160,110,2015-07-30,TRUE
"5253",5253,10000,3,"male",58,"no",160,120,2015-07-29,FALSE
"5254",5254,6000,3,"male",54,"no",173,150,2015-07-28,FALSE
"5255",5255,0,4,"female",34,"no",165,130,2015-07-26,TRUE
"5256",5256,10000,4,"female",37,"no",165,120,2015-07-26,TRUE
"5257",5257,0,12,"female",21,"no",160,110,2015-07-29,TRUE
"5258",5258,160000,4,"male",46,"no",170,170,2015-07-28,FALSE
"5259",5259,0,1,"female",73,"no",163,95,2015-07-29,TRUE
"5260",5260,3000,3,"male",64,"no",160,100,2015-07-25,FALSE
"5261",5261,20000,10,"male",27,"no",178,115,2015-07-27,FALSE
"5262",5262,7000,3,"female",59,"no",167,150,2015-07-27,TRUE
"5263",5263,20000,4,"male",62,"yes",170,128,2015-07-25,FALSE
"5264",5264,36000,12,"male",29,"no",175,130,2015-07-30,FALSE
"5265",5265,120000,12,"male",32,"no",172,140,2015-07-30,FALSE
"5266",5266,5000,3,"male",71,"no",160,130,2015-07-29,FALSE
"5267",5267,20000,4,"female",35,"used to be",160,160,2015-07-27,TRUE
"5268",5268,1e+05,12,"male",45,"no",176,161,2015-07-28,FALSE
"5269",5269,0,4,"female",52,"no",163,145,2015-07-28,TRUE
"5270",5270,10000,11,"female",35,"no",150,120,2015-07-27,TRUE
"5271",5271,2000,3,"male",66,"used to be",176,120,2015-07-27,FALSE
"5272",5272,48000,7,"male",73,"used to be",167,120,2015-07-30,FALSE
"5273",5273,25000,6,"male",42,"used to be",172,125,2015-07-25,FALSE
"5274",5274,40000,9,"male",26,"no",181,180,2015-07-27,FALSE
"5275",5275,26000,10,"male",65,"yes",171,125,2015-07-27,FALSE
"5276",5276,30000,4,"female",56,"no",158,122,2015-07-26,TRUE
"5277",5277,25000,4,"female",39,"no",155,110,2015-07-26,TRUE
"5278",5278,20000,4,"male",59,"no",173,180,2015-07-25,FALSE
"5279",5279,5000,1,"female",65,"no",160,85,2015-07-30,TRUE
"5280",5280,0,1,"female",73,"no",150,80,2015-07-26,TRUE
"5281",5281,10000,4,"male",44,"no",178,180,2015-07-30,FALSE
"5282",5282,0,6,"male",63,"no",170,140,2015-07-29,FALSE
"5283",5283,10000,4,"male",40,"no",170,130,2015-07-27,FALSE
"5284",5284,40000,6,"female",29,"no",163,110,2015-07-26,TRUE
"5285",5285,20000,6,"male",26,"no",174,120,2015-07-26,FALSE
"5286",5286,30000,4,"male",41,"no",175,125,2015-07-27,FALSE
"5287",5287,0,4,"female",26,"no",165,132,2015-07-28,TRUE
"5288",5288,42000,4,"male",53,"used to be",158,115,2015-07-30,FALSE
"5289",5289,0,3,"female",41,"no",160,110,2015-07-27,TRUE
"5290",5290,6000,4,"female",48,"no",158,94,2015-07-27,TRUE
"5291",5291,8400,4,"female",50,"no",160,140,2015-07-29,TRUE
"5292",5292,28800,4,"male",69,"used to be",167,120,2015-07-27,FALSE
"5293",5293,45000,6,"male",59,"no",170,140,2015-07-26,FALSE
"5294",5294,5000,1,"female",64,"no",160,109,2015-07-27,TRUE
"5295",5295,0,3,"female",62,"no",150,90,2015-07-28,TRUE
"5296",5296,0,3,"female",71,"no",155,120,2015-07-26,TRUE
"5297",5297,0,4,"female",30,"no",160,120,2015-07-27,TRUE
"5298",5298,50000,6,"male",37,"yes",177,150,2015-07-29,FALSE
"5299",5299,15000,4,"female",52,"no",163,130,2015-07-27,TRUE
"5300",5300,24000,3,"female",72,"no",172,130,2015-07-30,TRUE
"5301",5301,30000,6,"male",43,"yes",170,120,2015-07-29,FALSE
"5302",5302,40000,7,"male",66,"used to be",170,136,2015-07-27,FALSE
"5303",5303,1000,1,"male",63,"no",168,144,2015-07-30,FALSE
"5304",5304,15000,4,"female",45,"no",162,140,2015-07-30,TRUE
"5305",5305,10000,3,"female",42,"no",163,140,2015-07-25,TRUE
"5306",5306,8000,4,"male",59,"yes",173,140,2015-07-25,FALSE
"5307",5307,6000,6,"male",58,"no",172,120,2015-07-30,FALSE
"5308",5308,18000,4,"female",45,"no",160,90,2015-07-30,TRUE
"5309",5309,30000,6,"male",28,"no",170,128,2015-07-26,FALSE
"5310",5310,10000,4,"female",55,"no",150,120,2015-07-26,TRUE
"5311",5311,20000,1,"female",56,"no",165,140,2015-07-27,TRUE
"5312",5312,6000,3,"male",65,"no",173,110,2015-07-27,FALSE
"5313",5313,48000,4,"male",86,"no",162,130,2015-07-28,FALSE
"5314",5314,50000,6,"female",36,"no",162,115,2015-07-29,TRUE
"5315",5315,20000,4,"male",72,"no",154,110,2015-07-30,FALSE
"5316",5316,0,3,"female",58,"no",160,120,2015-07-28,TRUE
"5317",5317,50000,7,"male",20,"no",178,136,2015-07-29,FALSE
"5318",5318,5000,3,"female",66,"no",163,120,2015-07-26,TRUE
"5319",5319,25000,4,"male",45,"no",168,140,2015-07-27,FALSE
"5320",5320,0,1,"female",76,"no",158,100,2015-07-27,TRUE
"5321",5321,12000,6,"female",53,"no",160,120,2015-07-26,TRUE
"5322",5322,170000,4,"male",23,"no",168,125,2015-07-27,FALSE
"5323",5323,0,4,"male",73,"used to be",172,130,2015-07-26,FALSE
"5324",5324,50000,12,"male",52,"no",178,150,2015-07-30,FALSE
"5325",5325,50000,4,"male",54,"no",172,160,2015-07-26,FALSE
"5326",5326,40000,8,"male",26,"no",178,150,2015-07-25,FALSE
"5327",5327,5000,4,"female",62,"no",160,130,2015-07-28,TRUE
"5328",5328,30000,3,"male",72,"used to be",165,92,2015-07-26,FALSE
"5329",5329,36000,4,"female",41,"no",162,104,2015-07-25,TRUE
"5330",5330,20000,4,"female",40,"no",165,120,2015-07-30,TRUE
"5331",5331,10000,1,"female",62,"no",156,140,2015-07-28,TRUE
"5332",5332,25000,4,"male",64,"used to be",176,170,2015-07-29,FALSE
"5333",5333,40000,3,"male",65,"no",172,135,2015-07-30,FALSE
"5334",5334,0,6,"female",18,"no",165,120,2015-07-27,TRUE
"5335",5335,27000,4,"male",67,"no",174,140,2015-07-28,FALSE
"5336",5336,6420,3,"female",72,"no",163,170,2015-07-25,TRUE
"5337",5337,35000,4,"male",27,"no",177,160,2015-07-28,FALSE
"5338",5338,1000,12,"female",22,"no",160,108,2015-07-30,TRUE
"5339",5339,1e+05,11,"male",42,"yes",178,200,2015-07-29,FALSE
"5340",5340,1e+05,7,"female",30,"no",165,105,2015-07-28,TRUE
"5341",5341,20000,4,"female",45,"no",150,90,2015-07-26,TRUE
"5342",5342,10000,7,"male",28,"no",190,140,2015-07-28,FALSE
"5343",5343,30000,4,"male",46,"no",170,173,2015-07-28,FALSE
"5344",5344,3000,3,"female",49,"no",165,150,2015-07-27,TRUE
"5345",5345,45000,6,"male",62,"no",176,155,2015-07-27,FALSE
"5346",5346,0,10,"female",20,"no",170,104,2015-07-27,TRUE
"5347",5347,0,6,"female",18,"no",164,138,2015-07-30,TRUE
"5348",5348,0,3,"male",55,"no",175,140,2015-07-27,FALSE
"5349",5349,25000,4,"male",80,"no",170,130,2015-07-28,FALSE
"5350",5350,22000,3,"female",54,"no",155,140,2015-07-29,TRUE
"5351",5351,0,6,"female",36,"used to be",170,130,2015-07-28,TRUE
"5352",5352,40000,12,"female",41,"no",158,110,2015-07-27,TRUE
"5353",5353,10000,3,"female",46,"no",165,140,2015-07-26,TRUE
"5354",5354,90000,10,"male",27,"no",177,160,2015-07-31,FALSE
"5355",5355,5000,4,"female",53,"no",163,137,2015-07-30,TRUE
"5356",5356,900,3,"female",69,"no",147,94,2015-07-28,TRUE
"5357",5357,36000,12,"female",26,"no",165,120,2015-07-30,TRUE
"5358",5358,0,4,"female",52,"no",167,136,2015-07-25,TRUE
"5359",5359,3000,4,"female",43,"no",165,120,2015-07-28,TRUE
"5360",5360,30000,4,"male",31,"no",186,170,2015-07-28,FALSE
"5361",5361,10000,4,"male",59,"no",173,110,2015-07-28,FALSE
"5362",5362,0,1,"female",59,"no",156,135,2015-07-28,TRUE
"5363",5363,20000,4,"male",44,"no",180,140,2015-07-26,FALSE
"5364",5364,30000,3,"male",53,"no",170,120,2015-07-29,FALSE
"5365",5365,10000,3,"female",49,"no",160,105,2015-07-29,TRUE
"5366",5366,12000,6,"male",51,"no",170,140,2015-07-28,FALSE
"5367",5367,8000,3,"female",58,"no",165,130,2015-07-27,TRUE
"5368",5368,0,3,"female",67,"no",156,160,2015-07-30,TRUE
"5369",5369,50000,6,"male",46,"no",176,145,2015-07-30,FALSE
"5370",5370,50000,6,"male",28,"no",177,200,2015-07-29,FALSE
"5371",5371,24000,4,"female",31,"no",170,130,2015-07-26,TRUE
"5372",5372,11020,3,"male",68,"no",175,134,2015-07-28,FALSE
"5373",5373,60000,7,"male",67,"used to be",165,140,2015-07-28,FALSE
"5374",5374,0,4,"female",41,"no",152,104,2015-07-26,TRUE
"5375",5375,0,6,"male",22,"no",176,130,2015-07-30,FALSE
"5376",5376,30000,1,"female",42,"no",165,130,2015-07-25,TRUE
"5377",5377,20000,7,"female",23,"no",170,100,2015-07-27,TRUE
"5378",5378,800,4,"female",74,"no",160,90,2015-07-26,TRUE
"5379",5379,20000,4,"male",49,"no",170,140,2015-07-26,FALSE
"5380",5380,50000,7,"male",55,"no",170,140,2015-08-31,FALSE
"5381",5381,20000,1,"female",70,"no",170,150,2015-07-31,TRUE
"5382",5382,500,4,"female",68,"no",162,122,2015-07-27,TRUE
"5383",5383,24000,11,"male",27,"yes",170,150,2015-07-28,FALSE
"5384",5384,25000,7,"female",32,"no",167,116,2015-07-29,TRUE
"5385",5385,30000,6,"male",53,"no",177,150,2015-07-27,FALSE
"5386",5386,0,12,"female",22,"no",170,110,2015-07-30,TRUE
"5387",5387,7200,1,"female",78,"no",156,110,2015-07-29,TRUE
"5388",5388,24000,7,"male",55,"no",173,150,2015-07-27,FALSE
"5389",5389,0,4,"female",45,"no",158,110,2015-07-27,TRUE
"5390",5390,50000,4,"male",61,"no",178,170,2015-07-29,FALSE
"5391",5391,900,3,"female",78,"no",155,120,2015-07-26,TRUE
"5392",5392,20000,12,"male",22,"no",180,140,2015-07-30,FALSE
"5393",5393,1000,3,"male",43,"no",166,100,2015-07-25,FALSE
"5394",5394,0,4,"female",42,"no",163,92,2015-07-27,TRUE
"5395",5395,15000,3,"female",27,"no",160,90,2015-07-27,TRUE
"5396",5396,1e+05,4,"male",28,"no",168,130,2015-07-27,FALSE
"5397",5397,600,1,"male",77,"no",156,120,2015-07-30,FALSE
"5398",5398,120000,10,"male",22,"no",183,178,2015-07-30,FALSE
"5399",5399,0,1,"female",63,"no",160,120,2015-07-25,TRUE
"5400",5400,10000,3,"female",40,"no",157,150,2015-07-30,TRUE
"5401",5401,0,12,"male",25,"no",176,136,2015-07-29,FALSE
"5402",5402,1e+05,4,"male",43,"no",176,160,2015-07-29,FALSE
"5403",5403,60000,9,"female",57,"used to be",160,110,2015-07-27,TRUE
"5404",5404,50000,13,"female",28,"no",162,98,2015-07-30,TRUE
"5405",5405,20000,6,"female",54,"used to be",170,160,2015-07-27,TRUE
"5406",5406,0,1,"female",81,"no",152,105,2015-07-27,TRUE
"5407",5407,40000,11,"female",27,"no",162,140,2015-07-30,TRUE
"5408",5408,40000,12,"male",39,"yes",168,145,2015-07-27,FALSE
"5409",5409,30000,7,"female",28,"no",164,57,2015-07-26,TRUE
"5410",5410,30000,3,"male",57,"no",170,125,2015-07-29,FALSE
"5411",5411,30000,4,"male",46,"no",168,120,2015-07-27,FALSE
"5412",5412,1e+05,4,"male",50,"no",175,160,2015-07-26,FALSE
"5413",5413,24000,6,"female",56,"used to be",160,110,2015-07-28,TRUE
"5414",5414,5000,3,"female",34,"no",155,110,2015-07-30,TRUE
"5415",5415,20000,3,"male",45,"no",175,150,2015-07-27,FALSE
"5416",5416,40000,10,"male",58,"no",170,142,2015-07-29,FALSE
"5417",5417,0,4,"male",61,"no",170,140,2015-07-25,FALSE
"5418",5418,80000,11,"male",50,"used to be",170,140,2015-07-31,FALSE
"5419",5419,3000,1,"female",64,"no",160,120,2015-07-27,TRUE
"5420",5420,40000,13,"male",27,"yes",178,140,2015-07-28,FALSE
"5421",5421,24000,7,"female",19,"no",172,120,2015-07-27,TRUE
"5422",5422,20000,3,"male",48,"no",170,135,2015-07-26,FALSE
"5423",5423,24000,6,"female",47,"yes",160,106,2015-07-28,TRUE
"5424",5424,24000,4,"female",44,"no",157,120,2015-07-29,TRUE
"5425",5425,0,3,"female",62,"no",160,140,2015-07-28,TRUE
"5426",5426,10000,11,"male",26,"no",174,120,2015-07-29,FALSE
"5427",5427,10000,12,"male",23,"no",180,150,2015-07-26,FALSE
"5428",5428,20000,10,"male",25,"yes",174,180,2015-07-27,FALSE
"5429",5429,4000,4,"female",62,"no",160,90,2015-07-30,TRUE
"5430",5430,50000,10,"female",31,"no",160,90,2015-07-27,TRUE
"5431",5431,12000,4,"female",57,"no",165,136,2015-07-27,TRUE
"5432",5432,0,4,"female",45,"no",165,105,2015-07-28,TRUE
"5433",5433,0,4,"male",63,"no",170,130,2015-07-27,FALSE
"5434",5434,0,6,"female",53,"no",160,126,2015-07-27,TRUE
"5435",5435,25000,3,"female",69,"used to be",154,105,2015-07-28,TRUE
"5436",5436,60000,12,"female",25,"no",165,100,2015-07-30,TRUE
"5437",5437,10000,3,"female",39,"no",155,112,2015-07-25,TRUE
"5438",5438,70000,9,"male",34,"no",173,130,2015-07-28,FALSE
"5439",5439,5000,3,"female",51,"no",160,120,2015-07-27,TRUE
"5440",5440,240000,12,"female",33,"yes",165,53,2015-07-25,TRUE
"5441",5441,40000,3,"male",30,"no",173,150,2015-07-25,FALSE
"5442",5442,50000,3,"female",46,"no",160,110,2015-07-25,TRUE
"5443",5443,50000,10,"male",38,"yes",176,150,2015-07-29,FALSE
